Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,CurrentStage,FinalStatus,ResumeScore,TechnicalScore,CommunicationScore,ScreeningDate,Interview1Date,HRDate,DropStage,DropReason
49,Female,Bachelor's (Type 1),8,3,40.41004649,72,93,46,Moderate,0,Selected,Selected,89,93,60,07-05-2026,11-05-2026,14-05-2026,None,N/A
29,Male,Bachelor's (Type 1),5,5,2.202061868,83,60,2,Moderate,0,Selected,Selected,57,60,60,06-05-2026,08-05-2026,11-05-2026,None,N/A
22,Male,Bachelor's (Type 1),4,3,27.70698481,52,22,82,Moderate,0,Screening,Rejected,27,22,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
26,Female,Bachelor's (Type 2),9,4,35.41692058,82,26,27,Moderate,0,Screening,Rejected,45,26,60,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
47,Male,Master's,6,3,38.43492392,99,53,2,Aggressive,1,Interview 1,Rejected,55,53,70,07-05-2026,11-05-2026,14-05-2026,Interview 1,Weak Technical Skills
35,Female,Bachelor's (Type 2),0,2,11.65710597,39,9,3,Moderate,0,Screening,Rejected,6,9,60,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
45,Female,Bachelor's (Type 1),11,3,44.35886772,44,88,87,Moderate,0,Selected,Selected,95,88,60,07-05-2026,09-05-2026,10-05-2026,None,N/A
35,Female,Bachelor's (Type 2),6,1,48.79215736,67,76,30,Moderate,0,Selected,Selected,71,76,60,06-05-2026,08-05-2026,10-05-2026,None,N/A
44,Female,Master's,15,2,12.83576529,8,15,44,Moderate,0,Interview 1,Rejected,56,15,60,05-05-2026,07-05-2026,10-05-2026,Interview 1,Weak Technical Skills
39,Female,Master's,2,1,45.13077288,21,40,58,Moderate,0,Screening,Rejected,34,40,60,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
47,Female,Master's,13,2,5.848938126,17,97,44,Aggressive,1,Selected,Selected,100,97,70,05-05-2026,09-05-2026,11-05-2026,None,N/A
36,Female,Bachelor's (Type 2),8,4,3.785341806,75,54,74,Conservative,1,Interview 1,Rejected,62,54,50,06-05-2026,10-05-2026,13-05-2026,Interview 1,Weak Technical Skills
21,Female,Bachelor's (Type 1),14,4,7.461190005,42,100,36,Aggressive,1,Selected,Selected,100,100,70,05-05-2026,08-05-2026,10-05-2026,None,N/A
20,Male,Master's,5,4,3.887053973,38,60,64,Conservative,0,Interview 2,Rejected,57,60,50,07-05-2026,11-05-2026,13-05-2026,Interview 2,Poor Communication
35,Male,Bachelor's (Type 2),8,1,43.25061186,72,85,8,Moderate,0,Selected,Selected,84,85,60,05-05-2026,08-05-2026,10-05-2026,None,N/A
49,Male,Bachelor's (Type 2),12,5,3.952507223,5,80,16,Moderate,0,Selected,Selected,92,80,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
31,Male,Master's,14,2,14.58320957,82,86,64,Aggressive,1,Selected,Selected,100,86,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
24,Female,Master's,4,4,6.187817177,47,99,2,Aggressive,1,Selected,Selected,81,99,70,07-05-2026,09-05-2026,11-05-2026,None,N/A
24,Male,Bachelor's (Type 2),6,2,15.77110182,6,48,25,Aggressive,0,Interview 1,Rejected,52,48,70,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
46,Female,Bachelor's (Type 2),12,1,5.52797338,79,72,52,Aggressive,1,Selected,Selected,86,72,70,07-05-2026,11-05-2026,13-05-2026,None,N/A
42,Male,Bachelor's (Type 2),15,5,34.40016254,68,51,30,Moderate,0,Interview 1,Rejected,81,51,60,07-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
28,Male,Bachelor's (Type 2),13,1,7.666340817,15,1,25,Moderate,0,Screening,Rejected,40,1,60,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
28,Male,Bachelor's (Type 2),3,2,43.59229629,0,95,22,Moderate,0,Selected,Selected,76,95,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
22,Female,Master's,14,5,41.85955254,36,49,29,Aggressive,1,Interview 1,Rejected,76,49,70,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
38,Male,Master's,15,5,1.683084274,82,85,9,Conservative,1,Interview 2,Rejected,100,85,50,07-05-2026,09-05-2026,11-05-2026,Interview 2,Poor Communication
35,Female,Master's,6,1,45.78631778,36,42,71,Moderate,0,Screening,Rejected,47,42,60,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
35,Female,Bachelor's (Type 1),12,4,2.447215837,80,76,88,Aggressive,1,Selected,Selected,89,76,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
22,Male,Master's,0,2,12.98228925,63,7,63,Moderate,0,Screening,Rejected,5,7,60,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
39,Male,Master's,6,3,2.619456889,89,58,21,Aggressive,1,Interview 1,Rejected,59,58,70,07-05-2026,11-05-2026,14-05-2026,Interview 1,Weak Technical Skills
43,Male,Bachelor's (Type 2),7,3,17.79217435,85,64,14,Aggressive,1,Selected,Selected,66,64,70,05-05-2026,09-05-2026,10-05-2026,None,N/A
41,Female,Master's,4,1,26.69332629,61,80,55,Moderate,0,Selected,Selected,68,80,60,05-05-2026,08-05-2026,10-05-2026,None,N/A
43,Male,Master's,1,2,40.83224345,71,11,73,Moderate,0,Screening,Rejected,11,11,60,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
20,Female,Bachelor's (Type 2),4,2,17.89907752,60,3,19,Conservative,0,Screening,Rejected,14,3,50,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
43,Female,Bachelor's (Type 2),5,1,36.27450123,32,76,46,Moderate,0,Selected,Selected,68,76,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
39,Male,Bachelor's (Type 1),11,2,10.37522286,65,94,86,Conservative,0,Interview 2,Rejected,99,94,50,07-05-2026,09-05-2026,10-05-2026,Interview 2,Poor Communication
30,Male,Bachelor's (Type 2),1,4,38.52992284,29,40,52,Conservative,0,Screening,Rejected,31,40,50,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
36,Female,Bachelor's (Type 2),13,1,12.7998303,19,6,52,Conservative,0,Screening,Rejected,43,6,50,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
27,Female,Master's,5,4,8.177237797,59,86,0,Moderate,0,Selected,Selected,75,86,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
23,Female,Bachelor's (Type 2),5,2,10.27044252,81,87,1,Aggressive,1,Selected,Selected,76,87,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
25,Male,Bachelor's (Type 1),0,1,10.10315644,73,68,57,Aggressive,1,Screening,Rejected,48,68,70,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
27,Female,Bachelor's (Type 2),13,2,26.64314397,23,68,18,Moderate,0,Selected,Selected,87,68,60,07-05-2026,11-05-2026,13-05-2026,None,N/A
39,Male,Bachelor's (Type 1),0,1,43.23987906,3,80,61,Moderate,0,Selected,Selected,56,80,60,07-05-2026,11-05-2026,14-05-2026,None,N/A
49,Female,Bachelor's (Type 1),13,2,4.98025385,36,29,77,Aggressive,1,Interview 1,Rejected,59,29,70,07-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
22,Female,Bachelor's (Type 1),10,4,36.34781592,3,72,71,Moderate,0,Selected,Selected,80,72,60,07-05-2026,11-05-2026,14-05-2026,None,N/A
35,Male,Bachelor's (Type 1),15,4,33.71732298,76,5,11,Aggressive,1,Screening,Rejected,49,5,70,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
49,Female,Bachelor's (Type 1),9,2,44.62599759,88,88,25,Moderate,0,Selected,Selected,89,88,60,05-05-2026,09-05-2026,11-05-2026,None,N/A
44,Male,Bachelor's (Type 2),2,1,13.20737803,76,18,26,Aggressive,0,Screening,Rejected,19,18,70,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
22,Male,Bachelor's (Type 2),13,3,23.50549293,17,79,28,Moderate,0,Selected,Selected,94,79,60,05-05-2026,09-05-2026,10-05-2026,None,N/A
44,Female,Master's,9,4,47.29136872,87,84,14,Moderate,1,Selected,Selected,86,84,60,05-05-2026,08-05-2026,09-05-2026,None,N/A
48,Male,Bachelor's (Type 2),9,4,33.99967251,65,65,45,Aggressive,1,Selected,Selected,73,65,70,06-05-2026,10-05-2026,11-05-2026,None,N/A
37,Male,Master's,14,3,20.43842064,47,9,0,Moderate,0,Screening,Rejected,48,9,60,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
33,Female,Bachelor's (Type 1),11,2,7.570619143,32,15,59,Moderate,0,Screening,Rejected,44,15,60,05-05-2026,07-05-2026,10-05-2026,Screening,Low Resume Score
37,Male,Bachelor's (Type 2),2,1,14.1242504,57,36,91,Aggressive,0,Screening,Rejected,31,36,70,06-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
21,Male,Master's,3,2,30.06077387,82,78,56,Aggressive,1,Selected,Selected,64,78,70,05-05-2026,08-05-2026,09-05-2026,None,N/A
41,Male,Bachelor's (Type 1),1,5,36.90839738,72,76,2,Moderate,0,Selected,Selected,56,76,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
22,Female,Bachelor's (Type 2),8,4,7.221094343,27,76,17,Moderate,0,Selected,Selected,77,76,60,05-05-2026,07-05-2026,09-05-2026,None,N/A
35,Male,Bachelor's (Type 2),9,5,30.979863,34,31,51,Moderate,0,Screening,Rejected,49,31,60,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
48,Female,Bachelor's (Type 2),11,4,28.51756394,9,46,59,Aggressive,0,Interview 1,Rejected,65,46,70,05-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
28,Female,Bachelor's (Type 1),10,4,26.69777233,64,71,33,Moderate,0,Selected,Selected,80,71,60,07-05-2026,11-05-2026,13-05-2026,None,N/A
23,Male,Bachelor's (Type 2),13,5,35.50615588,41,42,95,Aggressive,1,Interview 1,Rejected,68,42,70,06-05-2026,08-05-2026,10-05-2026,Interview 1,Weak Technical Skills
20,Male,Bachelor's (Type 2),6,5,42.87247975,84,81,92,Conservative,1,Interview 2,Rejected,75,81,50,06-05-2026,09-05-2026,12-05-2026,Interview 2,Poor Communication
23,Male,Bachelor's (Type 1),6,2,17.14948416,8,35,88,Moderate,0,Screening,Rejected,43,35,60,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
20,Female,Bachelor's (Type 2),14,5,45.45060951,59,25,59,Conservative,0,Interview 1,Rejected,60,25,50,06-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
33,Male,Master's,5,2,9.031680631,14,9,25,Moderate,0,Screening,Rejected,21,9,60,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
40,Male,PhD,14,2,9.651193488,98,30,71,Moderate,1,Interview 1,Rejected,63,30,60,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
35,Male,Bachelor's (Type 2),2,2,14.33860318,56,96,18,Moderate,0,Selected,Selected,73,96,60,06-05-2026,10-05-2026,11-05-2026,None,N/A
39,Male,Master's,5,4,6.976543477,68,28,21,Moderate,0,Screening,Rejected,35,28,60,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
43,Male,Bachelor's (Type 2),14,4,12.51596123,21,4,92,Moderate,0,Screening,Rejected,45,4,60,06-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
27,Female,Bachelor's (Type 2),13,5,6.320588145,63,76,32,Moderate,0,Selected,Selected,92,76,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
26,Female,Bachelor's (Type 1),11,4,42.08762085,40,0,37,Moderate,0,Screening,Rejected,33,0,60,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
22,Male,Master's,7,5,7.948449594,86,86,34,Moderate,1,Selected,Selected,81,86,60,06-05-2026,09-05-2026,10-05-2026,None,N/A
36,Male,Bachelor's (Type 2),7,4,38.36487788,70,2,66,Moderate,0,Screening,Rejected,22,2,60,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
20,Male,Bachelor's (Type 2),10,1,3.395693396,55,66,82,Conservative,0,Interview 2,Rejected,76,66,50,05-05-2026,08-05-2026,10-05-2026,Interview 2,Poor Communication
35,Male,Bachelor's (Type 1),12,1,48.42601638,22,70,9,Moderate,0,Selected,Selected,85,70,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
31,Female,Master's,8,5,36.55800438,24,99,90,Moderate,1,Selected,Selected,93,99,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
46,Male,Master's,14,4,1.339827429,90,34,14,Moderate,0,Interview 1,Rejected,66,34,60,06-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
38,Female,Master's,0,4,39.19282501,5,14,10,Moderate,0,Screening,Rejected,10,14,60,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
41,Female,Bachelor's (Type 2),13,2,26.70409604,33,66,89,Conservative,0,Interview 2,Rejected,85,66,50,07-05-2026,11-05-2026,14-05-2026,Interview 2,Poor Communication
42,Male,Bachelor's (Type 1),0,3,39.96825852,62,92,23,Conservative,0,Interview 2,Rejected,64,92,50,07-05-2026,11-05-2026,13-05-2026,Interview 2,Poor Communication
41,Female,Bachelor's (Type 2),2,5,27.12484044,8,29,76,Moderate,0,Screening,Rejected,26,29,60,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
33,Female,Bachelor's (Type 2),2,3,33.05124288,59,81,95,Moderate,0,Selected,Selected,63,81,60,05-05-2026,09-05-2026,11-05-2026,None,N/A
49,Female,Bachelor's (Type 1),9,3,40.31658277,48,74,100,Moderate,0,Selected,Selected,79,74,60,07-05-2026,11-05-2026,13-05-2026,None,N/A
25,Female,Bachelor's (Type 2),7,5,21.25540273,96,42,3,Moderate,0,Interview 1,Rejected,50,42,60,07-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
25,Male,PhD,14,4,1.135407491,50,59,12,Conservative,0,Interview 1,Rejected,83,59,50,05-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
32,Male,Master's,9,5,43.4973248,59,39,72,Aggressive,1,Interview 1,Rejected,54,39,70,06-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
38,Female,Master's,0,3,20.04451813,69,64,56,Aggressive,1,Screening,Rejected,45,64,70,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
41,Male,PhD,12,4,25.8021363,36,28,97,Aggressive,1,Interview 1,Rejected,56,28,70,07-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
27,Male,Bachelor's (Type 2),1,1,1.388332108,30,73,36,Moderate,0,Selected,Selected,54,73,60,05-05-2026,09-05-2026,12-05-2026,None,N/A
46,Male,Bachelor's (Type 2),1,5,25.60460052,97,91,47,Conservative,0,Interview 2,Rejected,67,91,50,06-05-2026,08-05-2026,10-05-2026,Interview 2,Poor Communication
46,Male,PhD,2,5,50.32437008,40,94,70,Aggressive,1,Selected,Selected,72,94,70,06-05-2026,08-05-2026,10-05-2026,None,N/A
21,Male,Bachelor's (Type 1),12,4,14.91338304,61,18,0,Moderate,0,Screening,Rejected,49,18,60,06-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
40,Female,Master's,5,1,20.77091351,92,2,59,Moderate,0,Screening,Rejected,16,2,60,06-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
49,Male,Bachelor's (Type 2),0,1,35.35949982,57,35,11,Moderate,0,Screening,Rejected,25,35,60,05-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
20,Male,Bachelor's (Type 2),1,4,41.73968338,13,42,20,Moderate,0,Screening,Rejected,32,42,60,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
47,Male,Bachelor's (Type 2),12,2,21.8695812,35,14,10,Conservative,0,Screening,Rejected,46,14,50,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
34,Male,PhD,15,5,16.48344352,35,96,43,Aggressive,1,Selected,Selected,100,96,70,07-05-2026,11-05-2026,14-05-2026,None,N/A
20,Female,Master's,14,5,47.89129,78,40,57,Moderate,0,Interview 1,Rejected,70,40,60,07-05-2026,11-05-2026,12-05-2026,Interview 1,Weak Technical Skills
24,Female,Bachelor's (Type 1),12,3,34.85724833,7,89,43,Aggressive,1,Selected,Selected,98,89,70,05-05-2026,09-05-2026,11-05-2026,None,N/A
47,Female,Master's,15,4,6.951065225,25,79,77,Moderate,1,Selected,Selected,100,79,60,07-05-2026,09-05-2026,12-05-2026,None,N/A
48,Female,Bachelor's (Type 2),0,3,4.446393907,35,35,97,Conservative,0,Screening,Rejected,25,35,50,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
35,Male,Bachelor's (Type 2),4,3,25.17749254,47,96,33,Aggressive,0,Selected,Selected,79,96,70,05-05-2026,09-05-2026,11-05-2026,None,N/A
38,Female,Bachelor's (Type 2),15,1,12.0045033,84,83,24,Aggressive,1,Selected,Selected,100,83,70,06-05-2026,08-05-2026,11-05-2026,None,N/A
23,Male,Bachelor's (Type 2),12,5,13.69923767,27,76,3,Moderate,0,Selected,Selected,89,76,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
22,Male,Bachelor's (Type 2),12,3,44.88460894,67,32,63,Moderate,0,Interview 1,Rejected,58,32,60,05-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
36,Male,PhD,6,1,5.478301216,61,4,89,Moderate,0,Screening,Rejected,21,4,60,06-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
36,Male,Master's,15,4,36.76820576,79,100,15,Aggressive,1,Selected,Selected,100,100,70,05-05-2026,07-05-2026,09-05-2026,None,N/A
31,Male,Bachelor's (Type 2),7,3,14.55711267,85,77,9,Aggressive,1,Selected,Selected,75,77,70,07-05-2026,10-05-2026,13-05-2026,None,N/A
47,Female,Bachelor's (Type 1),9,5,39.01641107,75,90,65,Moderate,1,Selected,Selected,90,90,60,06-05-2026,09-05-2026,11-05-2026,None,N/A
49,Female,PhD,0,3,37.12056922,79,86,34,Aggressive,1,Selected,Selected,60,86,70,06-05-2026,10-05-2026,12-05-2026,None,N/A
48,Female,PhD,6,4,1.369595072,50,13,82,Conservative,0,Screening,Rejected,27,13,50,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
33,Female,Master's,12,3,26.45677065,41,67,5,Aggressive,1,Selected,Selected,83,67,70,06-05-2026,09-05-2026,10-05-2026,None,N/A
40,Male,Bachelor's (Type 1),4,5,7.965974119,100,82,18,Moderate,0,Selected,Selected,69,82,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
25,Female,Bachelor's (Type 1),9,1,44.31135153,28,46,58,Aggressive,0,Interview 1,Rejected,59,46,70,06-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
22,Male,Bachelor's (Type 2),0,5,44.57929414,81,53,52,Aggressive,1,Screening,Rejected,37,53,70,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
47,Female,Bachelor's (Type 1),2,1,21.91729037,9,3,7,Moderate,0,Screening,Rejected,8,3,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
28,Male,Bachelor's (Type 2),6,2,23.21978092,38,93,77,Moderate,0,Selected,Selected,83,93,60,07-05-2026,10-05-2026,12-05-2026,None,N/A
24,Male,PhD,9,5,16.16414697,81,82,9,Aggressive,1,Selected,Selected,84,82,70,07-05-2026,10-05-2026,11-05-2026,None,N/A
43,Female,Bachelor's (Type 2),0,5,36.83031495,0,94,66,Aggressive,1,Selected,Selected,66,94,70,07-05-2026,09-05-2026,11-05-2026,None,N/A
48,Male,Bachelor's (Type 1),6,4,18.93306815,38,94,37,Aggressive,1,Selected,Selected,84,94,70,06-05-2026,10-05-2026,13-05-2026,None,N/A
36,Male,Bachelor's (Type 2),4,3,14.38962373,20,8,28,Moderate,0,Screening,Rejected,18,8,60,05-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
33,Female,Bachelor's (Type 1),0,1,22.61155298,64,52,14,Moderate,0,Screening,Rejected,36,52,60,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
40,Male,Bachelor's (Type 1),0,1,5.574375919,14,76,86,Aggressive,1,Selected,Selected,53,76,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
50,Female,Bachelor's (Type 2),13,4,38.33016023,3,77,22,Moderate,0,Selected,Selected,93,77,60,06-05-2026,10-05-2026,11-05-2026,None,N/A
22,Female,Bachelor's (Type 2),0,4,1.629820064,59,59,81,Moderate,0,Screening,Rejected,41,59,60,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
47,Female,Master's,10,3,33.22425308,60,45,45,Conservative,0,Interview 1,Rejected,62,45,50,06-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
20,Male,PhD,8,3,10.14322634,19,53,82,Conservative,1,Interview 1,Rejected,61,53,50,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
39,Male,Bachelor's (Type 2),10,5,12.62020231,9,73,27,Moderate,0,Selected,Selected,81,73,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
50,Male,Bachelor's (Type 2),12,2,32.78159993,86,94,25,Aggressive,1,Selected,Selected,100,94,70,06-05-2026,08-05-2026,09-05-2026,None,N/A
48,Female,Master's,2,3,50.64717329,33,36,9,Aggressive,0,Screening,Rejected,31,36,70,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
40,Male,Bachelor's (Type 2),14,4,39.88587445,47,22,46,Moderate,0,Interview 1,Rejected,57,22,60,07-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
42,Female,Bachelor's (Type 1),12,3,12.29198161,32,26,3,Conservative,0,Interview 1,Rejected,54,26,50,07-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
20,Female,Master's,4,1,9.801237752,97,69,54,Moderate,0,Selected,Selected,60,69,60,06-05-2026,08-05-2026,11-05-2026,None,N/A
22,Male,Bachelor's (Type 1),10,2,44.31164351,60,89,65,Moderate,0,Selected,Selected,92,89,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
37,Female,Bachelor's (Type 2),15,5,23.2091974,9,65,66,Moderate,0,Selected,Selected,91,65,60,05-05-2026,07-05-2026,08-05-2026,None,N/A
44,Male,Bachelor's (Type 2),9,1,7.852640141,53,60,6,Moderate,0,Selected,Selected,69,60,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
29,Male,Bachelor's (Type 2),11,1,44.11057117,83,76,54,Aggressive,1,Selected,Selected,86,76,70,06-05-2026,08-05-2026,11-05-2026,None,N/A
50,Male,Bachelor's (Type 2),15,2,41.80461765,64,50,79,Moderate,0,Interview 1,Rejected,80,50,60,07-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
41,Male,Master's,8,5,50.19531819,76,49,30,Aggressive,1,Interview 1,Rejected,58,49,70,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
45,Male,Bachelor's (Type 1),5,4,46.48718434,0,18,73,Aggressive,0,Screening,Rejected,28,18,70,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
22,Female,Bachelor's (Type 2),11,5,43.58951693,4,0,18,Moderate,0,Screening,Rejected,33,0,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
27,Female,Master's,8,3,3.628719891,79,39,27,Aggressive,1,Interview 1,Rejected,51,39,70,06-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
33,Female,Bachelor's (Type 2),7,1,6.220768475,14,31,80,Aggressive,1,Screening,Rejected,43,31,70,06-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
43,Male,Bachelor's (Type 1),7,3,29.44915972,27,21,27,Aggressive,0,Screening,Rejected,36,21,70,06-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
37,Male,Master's,0,4,27.57396231,94,92,18,Conservative,0,Interview 2,Rejected,64,92,50,07-05-2026,09-05-2026,12-05-2026,Interview 2,Poor Communication
34,Male,Bachelor's (Type 2),12,3,23.89816072,22,65,100,Moderate,0,Selected,Selected,82,65,60,06-05-2026,10-05-2026,12-05-2026,None,N/A
41,Female,Master's,8,5,20.83946627,16,39,86,Aggressive,1,Interview 1,Rejected,51,39,70,06-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
42,Male,Master's,5,3,22.56052424,97,37,19,Moderate,0,Screening,Rejected,41,37,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
21,Female,Bachelor's (Type 2),15,4,29.46489671,12,47,12,Aggressive,0,Interview 1,Rejected,78,47,70,06-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
50,Female,Bachelor's (Type 2),8,4,1.10382588,13,54,76,Moderate,0,Interview 1,Rejected,62,54,60,07-05-2026,11-05-2026,14-05-2026,Interview 1,Weak Technical Skills
46,Male,PhD,2,4,14.03543871,10,74,42,Moderate,0,Selected,Selected,58,74,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
29,Male,Bachelor's (Type 1),11,5,26.91398603,27,80,10,Conservative,0,Interview 2,Rejected,89,80,50,05-05-2026,09-05-2026,11-05-2026,Interview 2,Poor Communication
21,Female,Master's,2,4,37.11080493,41,54,47,Moderate,0,Screening,Rejected,44,54,60,06-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 1),5,1,9.70783462,95,50,14,Conservative,0,Interview 1,Rejected,50,50,50,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
36,Female,Bachelor's (Type 2),8,4,28.34405869,98,59,16,Conservative,0,Interview 1,Rejected,65,59,50,05-05-2026,08-05-2026,10-05-2026,Interview 1,Weak Technical Skills
27,Male,Bachelor's (Type 2),6,3,36.72298419,60,7,53,Conservative,0,Screening,Rejected,23,7,50,05-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
20,Male,PhD,13,3,23.2313829,63,85,49,Moderate,0,Selected,Selected,99,85,60,06-05-2026,10-05-2026,11-05-2026,None,N/A
28,Female,PhD,12,3,2.354056684,30,67,27,Moderate,0,Selected,Selected,83,67,60,07-05-2026,10-05-2026,11-05-2026,None,N/A
30,Male,Bachelor's (Type 1),2,5,23.46340792,80,74,82,Moderate,0,Selected,Selected,58,74,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
41,Female,Bachelor's (Type 1),2,3,15.82224439,72,71,3,Aggressive,1,Selected,Selected,56,71,70,06-05-2026,10-05-2026,11-05-2026,None,N/A
35,Male,Master's,1,5,47.48248039,9,8,21,Aggressive,0,Screening,Rejected,9,8,70,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
26,Female,Bachelor's (Type 2),8,5,7.230669284,7,89,85,Moderate,0,Selected,Selected,86,89,60,06-05-2026,10-05-2026,13-05-2026,None,N/A
48,Female,Bachelor's (Type 1),12,4,33.62379778,20,1,100,Moderate,0,Screening,Rejected,37,1,60,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
29,Male,Bachelor's (Type 2),14,1,3.635988317,76,79,38,Conservative,0,Interview 2,Rejected,97,79,50,06-05-2026,08-05-2026,10-05-2026,Interview 2,Poor Communication
42,Female,Bachelor's (Type 2),2,4,23.30852189,58,94,33,Aggressive,0,Selected,Selected,72,94,70,06-05-2026,08-05-2026,11-05-2026,None,N/A
45,Male,PhD,10,4,28.69897436,49,69,96,Aggressive,1,Selected,Selected,78,69,70,07-05-2026,09-05-2026,12-05-2026,None,N/A
